ε,true,0,0,0,0
«'[S:0]'»,true,0,0,0,1
«'[S:0]'␣'[R:2]'»,true,0,0,0,2
«'[S:0]'␣'[R:2]'␣'[S:0]'»,false,0,0,0,3
«'[S:0]'␣'[R:2]'␣'[R:2]'»,false,0,0,0,3
«'[S:0]'␣'[S:1]'»,true,0,0,0,2
«'[S:0]'␣'[R:2]'␣'[S:1]'»,false,0,0,0,3
«'[S:0]'␣'[S:1]'␣'[S:0]'»,false,0,0,0,3
«'[S:0]'␣'[S:1]'␣'[R:2]'»,false,0,0,0,3
«'[S:0]'␣'[R:2]'␣'[S:1]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[S:1]'␣'[R:2]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'»,true,0,0,0,2
«'[S:0]'␣'[R:2]'␣'[R:3]'»,false,0,0,0,3
«'[S:0]'␣'[R:3]'␣'[S:0]'»,false,0,0,0,3
«'[S:0]'␣'[R:3]'␣'[R:2]'»,false,0,0,0,3
«'[S:0]'␣'[R:2]'␣'[R:3]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[R:3]'␣'[R:2]'»,false,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[S:4]'»,true,0,0,0,3
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:2]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'»,true,0,0,0,3
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:1]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'»,true,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:4]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:5]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:1]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:1]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:4]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:4]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:5]'␣'[S:0]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:5]'␣'[R:2]'»,false,0,0,0,5
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:4]'»,false,0,0,0,4
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[S:4]'»,true,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:1]'␣'[S:4]'»,false,0,0,0,5
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[S:4]'»,false,0,0,0,5
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:4]'␣'[R:3]'␣'[S:0]'␣'[S:1]'␣'[S:4]'␣'[S:0]'␣'[S:0]'␣'[S:0]'␣'[R:2]'␣'[R:3]'␣'[S:1]'␣'[S:4]'␣'[S:1]'␣'[S:1]'␣'[S:1]'␣'[S:0]'␣'[S:1]'␣'[R:3]'␣'[R:3]'␣'[S:5]'␣'[S:4]'␣'[S:4]'»,false,0,0,0,26
«'[S:0]'␣'[R:3]'␣'[S:5]'␣'[R:3]'␣'[S:5]'»,true,0,0,0,5
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[R:2]'␣'[S:0]'␣'[R:2]'␣'[R:3]'␣'[S:4]'␣'[S:1]'␣'[S:4]'␣'[S:1]'␣'[S:0]'␣'[R:3]'»,false,0,0,0,14
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[R:2]'␣'[S:1]'␣'[R:3]'␣'[S:5]'␣'[R:2]'␣'[R:3]'␣'[R:2]'␣'[R:2]'␣'[R:3]'␣'[R:3]'␣'[S:0]'␣'[S:4]'␣'[R:2]'␣'[R:2]'␣'[R:3]'␣'[S:0]'␣'[S:5]'␣'[S:0]'␣'[R:3]'␣'[S:4]'»,false,0,0,0,24
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[S:5]'»,false,0,0,0,5
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:4]'␣'[R:3]'␣'[S:5]'␣'[S:4]'␣'[R:2]'»,false,0,0,0,9
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[R:2]'␣'[R:2]'␣'[S:5]'␣'[S:1]'␣'[S:0]'␣'[R:2]'␣'[R:2]'»,false,0,0,0,11
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[R:2]'␣'[S:5]'␣'[S:1]'␣'[R:2]'␣'[S:5]'␣'[S:1]'␣'[S:0]'␣'[R:3]'␣'[R:2]'␣'[S:5]'␣'[S:4]'␣'[R:2]'␣'[S:5]'␣'[S:1]'»,false,0,0,0,18
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[R:3]'␣'[S:0]'␣'[S:0]'␣'[S:0]'␣'[R:2]'»,false,0,0,0,9
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:4]'␣'[R:3]'␣'[S:5]'␣'[S:0]'␣'[S:4]'␣'[S:4]'␣'[S:4]'␣'[S:5]'␣'[S:0]'␣'[S:0]'»,false,0,0,0,14
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:2]'␣'[S:4]'␣'[S:4]'␣'[S:5]'␣'[R:3]'␣'[S:0]'␣'[S:5]'␣'[S:4]'␣'[S:5]'␣'[S:5]'␣'[S:1]'␣'[S:4]'␣'[R:2]'»,false,0,0,0,16
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[S:0]'␣'[R:3]'␣'[S:5]'␣'[S:0]'␣'[S:5]'␣'[R:3]'␣'[S:0]'␣'[R:2]'␣'[R:2]'␣'[R:3]'␣'[R:3]'␣'[S:1]'␣'[S:5]'␣'[S:1]'␣'[S:5]'␣'[R:3]'␣'[S:4]'␣'[S:5]'␣'[R:2]'␣'[S:5]'»,false,0,0,0,24
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'»,true,0,0,0,4
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:2]'␣'[S:4]'␣'[S:5]'»,false,0,0,0,6
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:2]'␣'[S:4]'␣'[S:0]'␣'[S:4]'␣'[R:2]'␣'[R:2]'␣'[R:2]'␣'[S:0]'»,false,0,0,0,11
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[S:4]'␣'[S:4]'␣'[S:0]'␣'[S:5]'␣'[S:0]'␣'[S:5]'␣'[S:5]'␣'[S:5]'»,false,0,0,0,12
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:3]'␣'[S:1]'␣'[R:2]'␣'[S:5]'␣'[S:1]'␣'[S:4]'␣'[S:4]'␣'[S:1]'␣'[S:5]'␣'[S:1]'␣'[S:5]'␣'[R:2]'␣'[R:3]'␣'[S:1]'␣'[R:3]'␣'[S:4]'␣'[S:5]'␣'[R:3]'␣'[S:4]'␣'[R:3]'␣'[S:4]'»,false,0,0,0,24
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[R:2]'␣'[S:4]'»,true,0,0,0,5
«'[S:0]'␣'[R:2]'␣'[S:4]'␣'[S:1]'␣'[R:3]'␣'[R:2]'␣'[S:0]'␣'[R:2]'␣'[S:1]'␣'[S:4]'»,false,0,0,0,10
